estacao=Bauru (automatica) (9000392)
municipio=Bauru (3506003)
latitude=-22,3166
longitude=-49,0666
altitude=517,0m 

* variaveis calculadas pelo sistema 

data ; tMin ; tMin Estimada ; tMed ; tMed Estimada ; tMax ; tMax Estimada ; precipitacao ; precipitacao Estimada ; estiagem* ; estiagemAgricola* ; urMin ; urMin Estimada ; urMax ; urMax Estimada ; evapotranspiracaoPotencial ; radiacaoSolar ; velocidadeVento ; direcaoVento ; horarioVento ; pontoOrvalhoMinimo ; pontoOrvalhoMaximo ; pressaoAtmMinima ; pressaoAtmMaxima ; evapotranspiracaoReal* ; disponibilidadeAguaSolo*
17/03/2022;22,4;não;27,65;não;32,9;não;0,0;não;3;6;48,0;não;97,0;não;4,84;17,68;2,5;219,0;19:00:00;19,5;23,2;940,0;943,7;1,14;22,98
16/03/2022;22,7;não;26,95;não;31,2;não;0,6;não;2;5;54,0;não;91,0;não;3,91;12,42;2,7;205,0;20:00:00;20,3;22,8;938,8;942,5;1,41;24,12
15/03/2022;22,6;não;25,85;não;29,1;não;0,0;não;1;4;60,0;não;96,0;não;3,09;9,45;0,2;43,0;20:00:00;20,0;22,8;938,8;942,1;0,78;24,93
14/03/2022;21,0;não;25,35;não;29,7;não;3,6;não;0;3;61,0;não;98,0;não;3,54;8,81;0,1;130,0;20:00:00;20,3;22,9;938,0;941,9;3,54;25,71
13/03/2022;21,3;não;24,2;não;27,1;não;0,0;não;2;2;66,0;não;98,0;não;2,55;6,91;0,0;54,0;21:00:00;19,8;22,8;939,5;944,4;0,66;25,65
12/03/2022;23,1;não;26,15;não;29,2;não;0,0;não;1;1;61,0;não;84,0;não;3,08;12,42;0,0;38,0;22:00:00;18,9;22,0;939,0;942,9;0,82;26,31
11/03/2022;21,0;não;26,35;não;31,7;não;11,0;não;0;0;50,0;não;96,0;não;4,61;14,3;0,9;131,0;22:00:00;19,2;22,5;937,7;942,8;4,61;27,13
10/03/2022;21,7;não;28,0;não;34,3;não;3,4;não;0;57;36,0;não;97,0;não;5,31;21,15;0,1;196,0;23:00:00;16,2;22,0;937,6;942,5;3,8;20,74
09/03/2022;21,3;não;27,35;não;33,4;não;8,4;não;0;56;42,0;não;97,0;não;5,1;17,78;1,0;99,0;23:00:00;18,1;21,8;939,0;943,6;5,1;21,14
08/03/2022;23,6;não;28,75;não;33,9;não;0,0;não;1;55;39,0;não;87,0;não;5,02;21,07;0,0;7,0;23:00:00;17,7;22,5;939,0;943,8;0,92;17,84
07/03/2022;22,4;não;28,4;não;34,4;não;2,8;não;0;54;35,0;não;94,0;não;5,27;18,49;1,8;105,0;21:00:00;15,7;22,6;939,4;943,3;3,27;18,76
06/03/2022;22,9;não;27,75;não;32,6;não;0,0;não;26;53;44,0;não;84,0;não;4,69;20,4;0,0;192,0;23:00:00;17,8;20,8;938,7;943,7;0,92;19,23
05/03/2022;22,9;não;28,3;não;33,7;não;0,0;não;25;52;41,0;não;87,0;não;5,03;18,47;0,1;67,0;22:00:00;17,1;22,6;938,6;943,4;1,04;20,15
04/03/2022;20,1;não;26,2;não;32,3;não;0,0;não;24;51;44,0;não;97,0;não;4,89;20,8;0,0;77,0;22:00:00;17,6;22,2;940,0;943,9;1,07;21,19
03/03/2022;22,9;não;27,8;não;32,7;não;0,0;não;23;50;41,0;não;95,0;não;4,73;18,6;0,0;313,0;21:00:00;17,1;22,5;939,3;943,4;1,07;22,26
02/03/2022;20,7;não;25,35;não;30,0;não;0,0;não;22;49;53,0;não;97,0;não;3,79;12,92;1,6;153,0;21:00:00;18,9;22,3;939,9;943,5;0,9;23,33
01/03/2022;23,8;não;28,15;não;32,5;não;0,0;não;21;48;47,0;não;78,0;não;4,56;15,11;0,1;341,0;20:00:00;19,2;22,0;938,7;943,5;1,13;24,23
28/02/2022;23,7;não;29,25;não;34,8;não;0,0;não;20;47;32,0;não;86,0;não;5,26;21,77;0,1;239,0;21:00:00;14,7;22,0;938,5;942,9;1,37;25,36
27/02/2022;22,0;não;28,25;não;34,5;não;0,2;não;19;46;38,0;não;80,0;não;5,33;19,09;0,4;257,0;21:00:00;17,3;22,2;939,4;943,6;1,61;26,73
26/02/2022;22,9;não;28,6;não;34,3;não;0,0;não;18;45;41,0;não;82,0;não;5,2;19,13;0,0;146,0;21:00:00;18,3;22,3;941,0;945,5;1,5;28,14
25/02/2022;23,3;não;28,45;não;33,6;não;0,0;não;17;44;42,0;não;87,0;não;4,96;21,93;1,3;326,0;20:00:00;18,4;23,1;941,3;945,6;1,51;29,64
24/02/2022;23,2;não;28,75;não;34,3;não;0,0;não;16;43;41,0;não;78,0;não;5,17;18,57;0,8;101,0;21:00:00;18,4;22,3;940,5;943,9;1,65;31,15
23/02/2022;24,8;não;29,2;não;33,6;não;0,0;não;15;42;42,0;não;80,0;não;4,81;17,6;0,1;104,0;20:00:00;18,5;22,1;938,1;943,0;1,62;32,8
22/02/2022;25,0;não;29,2;não;33,4;não;0,0;não;14;41;45,0;não;75,0;não;4,73;15,17;0,8;346,0;21:00:00;18,9;22,1;939,7;944,5;1,67;34,42
21/02/2022;22,4;não;27,25;não;32,1;não;0,2;não;13;40;45,0;não;86,0;não;4,58;18,25;1,0;143,0;20:00:00;18,0;21,4;941,2;945,3;1,81;36,09
20/02/2022;21,5;não;26,0;não;30,5;não;0,2;não;12;39;42,0;não;83,0;não;3,97;17,05;0,0;264,0;20:00:00;16,0;20,3;939,9;943,5;1,65;37,7
19/02/2022;19,5;não;25,4;não;31,3;não;0,2;não;11;38;40,0;não;90,0;não;4,64;21,02;1,6;100,0;20:00:00;14,7;20,5;937,0;940,2;1,98;39,15
18/02/2022;20,8;não;25,2;não;29,6;não;0,2;não;10;37;49,0;não;86,0;não;3,69;13,71;0,7;282,0;19:00:00;17,1;20,7;936,1;939,3;1,65;40,93
17/02/2022;19,3;não;25,4;não;31,5;não;0,2;não;9;36;43,0;não;97,0;não;4,73;20,67;1,4;155,0;20:00:00;17,1;21,4;937,4;942,4;2,17;42,38
16/02/2022;21,7;não;26,95;não;32,2;não;0,4;não;8;35;43,0;não;81,0;não;4,69;20,86;0,0;69,0;21:00:00;17,9;22,7;939,3;944,1;2,34;44,35
15/02/2022;23,2;não;28,35;não;33,5;não;0,4;não;7;34;40,0;não;86,0;não;4,94;21,19;0,1;39,0;21:00:00;17,8;22,7;938,8;942,8;2,55;46,29
14/02/2022;22,4;não;28,05;não;33,7;não;0,6;não;6;33;32,0;não;72,0;não;5,08;22,92;0,2;98,0;22:00:00;13,7;21,1;937,4;941,3;2,82;48,44
13/02/2022;20,2;não;26,15;não;32,1;não;0,6;não;5;32;36,0;não;86,0;não;4,82;20,75;0,3;76,0;22:00:00;14,8;21,5;937,0;941,6;2,79;50,66
12/02/2022;20,5;não;25,8;não;31,1;não;0,8;não;4;31;45,0;não;83,0;não;4,45;24,16;0,0;65,0;23:00:00;17,1;20,7;938,1;942,0;2,76;52,85
11/02/2022;20,9;não;26,6;não;32,3;não;0,6;não;3;30;44,0;não;81,0;não;4,81;22,41;1,2;329,0;21:00:00;17,4;20,5;937,5;941,8;2,96;54,81
10/02/2022;19,8;não;25,4;não;31,0;não;0,8;não;2;29;34,0;não;82,0;não;4,53;24,25;0,2;14,0;23:00:00;12,5;19,2;937,9;941,6;2,97;57,17
09/02/2022;20,5;não;25,5;não;30,5;não;0,8;não;1;28;41,0;não;76,0;não;4,19;24,58;0,3;43,0;23:00:00;14,9;18,1;937,8;941,2;2,85;59,34
08/02/2022;20,8;não;25,95;não;31,1;não;1,2;não;0;27;46,0;não;90,0;não;4,44;23,39;0,3;65,0;23:00:00;17,5;21,2;937,8;941,6;3,22;61,39
07/02/2022;20,7;não;25,55;não;30,4;não;1,8;não;0;26;56,0;não;97,0;não;4,13;20,01;0,7;318,0;23:00:00;19,8;21,9;938,4;942,0;3,29;63,41
06/02/2022;21,8;não;26,1;não;30,4;não;1,6;não;0;25;56,0;não;98,0;não;3,97;12,32;0,2;126,0;23:00:00;19,8;22,9;937,5;942,0;3,16;64,9
05/02/2022;21,7;não;26,35;não;31,0;não;2,2;não;0;24;57,0;não;98,0;não;4,27;15,53;0,9;131,0;23:00:00;21,3;24,5;936,2;941,4;3,59;66,46
04/02/2022;21,1;não;25,7;não;30,3;não;2,6;não;0;23;56,0;não;98,0;não;4,04;18,08;0,1;228,0;23:00:00;20,0;22,8;938,4;942,8;3,58;67,85
03/02/2022;22,0;não;25,85;não;29,7;não;3,0;não;0;22;57,0;não;98,0;não;3,65;15,28;0,3;13,0;23:00:00;20,2;23,4;939,1;943,7;3,45;68,83
02/02/2022;21,4;não;22,35;não;23,3;não;1,4;não;0;21;91,0;não;98,0;não;1,57;2,43;0,0;318,0;17:00:00;21,0;22,0;942,8;944,5;1,52;69,28
01/02/2022;20,4;não;23,7;não;27,0;não;3,2;não;0;20;72,0;não;98,0;não;2,81;6,63;0,3;242,0;20:00:00;20,1;23,1;940,1;942,7;2,81;69,4
31/01/2022;21,8;não;24,35;não;26,9;não;4,6;não;0;19;71,0;não;100,0;não;2,61;10,39;0,0;92,0;22:00:00;20,3;23,0;937,2;940,6;2,61;69,01
30/01/2022;19,7;não;20,1;não;20,5;não;1,6;não;0;18;100,0;não;100,0;não;1,07;1,54;0,0;281,0;20:00:00;19,7;20,4;937,8;939,7;1,07;67,02
29/01/2022;20,2;não;22,3;não;24,4;não;4,8;não;0;17;86,0;não;97,0;não;1,99;6,05;0,0;211,0;21:00:00;19,8;22,8;935,8;939,4;1,99;66,49
28/01/2022;21,1;não;25,35;não;29,6;não;6,4;não;0;16;59,0;não;97,0;não;3,77;13,39;0,0;74,0;21:00:00;18,3;23,2;934,9;938,9;3,77;63,68
27/01/2022;22,5;não;27,3;não;32,1;não;0,0;não;6;15;44,0;não;92,0;não;4,57;15,66;0,4;287,0;22:00:00;17,6;22,0;935,8;940,7;2,85;61,05
26/01/2022;23,1;não;28,0;não;32,9;não;0,0;não;5;14;46,0;não;91,0;não;4,77;19,09;0,2;213,0;22:00:00;18,5;23,3;936,3;941,2;3,13;63,9
25/01/2022;23,1;não;28,0;não;32,9;não;0,0;não;4;13;45,0;não;90,0;não;4,77;17,46;0,0;278,0;19:00:00;18,8;22,4;938,6;942,0;3,27;67,03
24/01/2022;23,1;não;29,45;não;35,8;não;0,0;não;3;12;31,0;não;81,0;não;5,55;22,7;0,0;61,0;21:00:00;15,1;20,9;937,2;942,3;4,01;70,3
23/01/2022;23,9;não;29,45;não;35,0;não;0,2;não;2;11;32,0;não;70,0;não;5,3;23,6;0,0;68,0;21:00:00;14,3;20,7;938,8;942,9;4,09;74,31
22/01/2022;23,7;não;29,0;não;34,3;não;0,8;não;1;10;37,0;não;77,0;não;5,13;25,77;0,0;341,0;21:00:00;16,5;20,7;939,2;943,6;4,26;78,2
21/01/2022;23,1;não;28,35;não;33,6;não;1,2;não;0;9;38,0;não;86,0;não;4,98;20,16;0,0;18,0;20:00:00;16,8;22,9;939,6;944,3;4,35;81,66
20/01/2022;21,3;não;26,9;não;32,5;não;1,0;não;0;8;36,0;não;90,0;não;4,83;22,12;0,0;324,0;23:00:00;15,2;23,5;941,3;946,1;4,31;84,81
19/01/2022;20,9;não;26,05;não;31,2;não;1,2;não;0;7;47,0;não;96,0;não;4,59;19,29;0,0;253,0;21:00:00;17,9;22,4;942,7;946,9;4,24;88,12
18/01/2022;23,2;não;28,1;não;33,0;não;1,6;não;0;6;40,0;não;93,0;não;4,79;23,56;0,0;215,0;23:00:00;17,2;23,2;941,1;945,2;4,55;91,16
17/01/2022;20,1;não;25,25;não;30,4;não;2,0;não;0;5;52,0;não;97,0;não;4,34;16,93;0,0;61,0;22:00:00;18,1;22,4;940,3;943,6;4,23;94,11
16/01/2022;21,0;não;24,4;não;27,8;não;2,8;não;0;4;61,0;não;97,0;não;3,09;11,68;0,0;160,0;23:00:00;19,0;21,9;942,4;945,9;3,08;96,34
15/01/2022;21,9;não;28,0;não;34,1;não;1,8;não;0;3;40,0;não;95,0;não;5,24;20,09;0,0;261,0;22:00:00;17,0;22,9;942,7;948,0;5,18;96,62
14/01/2022;19,8;não;26,7;não;33,6;não;5,6;não;0;2;38,0;não;96,0;não;5,29;24,0;0,0;289,0;23:00:00;16,8;22,2;944,2;948,2;5,29;100,0
13/01/2022;19,9;não;25,35;não;30,8;não;9,0;não;0;1;52,0;não;97,0;não;4,58;15,84;0,0;86,0;23:00:00;19,3;22,9;941,6;945,9;4,58;100,0
12/01/2022;19,5;não;24,75;não;30,0;não;12,0;não;0;0;47,0;não;97,0;não;4,27;17,24;1,7;82,0;23:00:00;17,1;22,4;938,8;942,2;4,27;100,0
11/01/2022;17,2;não;22,45;não;27,7;não;25,6;não;0;0;55,0;não;98,0;não;3,58;16,3;0,0;52,0;23:00:00;16,8;21,4;936,8;940,4;3,58;100,0
10/01/2022;16,3;não;22,15;não;28,0;não;0,0;não;3;5;53,0;não;95,0;não;3,84;12,7;0,0;324,0;23:00:00;14,4;19,9;936,2;940,5;3,52;89,87
09/01/2022;17,8;não;22,15;não;26,5;não;0,0;não;2;4;60,0;não;87,0;não;3,02;17,2;1,5;351,0;23:00:00;14,7;18,8;939,0;942,0;2,86;93,39
08/01/2022;16,8;não;22,45;não;28,1;não;0,0;não;1;3;56,0;não;96,0;não;3,82;17,42;2,5;28,0;23:00:00;16,1;19,6;938,3;940,8;3,75;96,25
07/01/2022;19,4;não;23,15;não;26,9;não;3,2;não;0;2;59,0;não;96,0;não;2,98;18,55;1,1;25,0;23:00:00;17,2;20,5;937,4;940,4;2,98;100,0
06/01/2022;19,2;não;24,7;não;30,2;não;4,4;não;0;1;59,0;não;97,0;não;4,43;10,5;0,9;360,0;23:00:00;18,5;23,3;935,2;938,5;4,43;99,97
05/01/2022;20,7;não;24,75;não;28,8;não;10,8;não;0;0;61,0;não;97,0;não;3,57;10,9;0,0;179,0;23:00:00;19,9;23,8;934,2;937,9;3,57;100,0
04/01/2022;20,3;não;23,9;não;27,5;não;21,8;não;0;0;73,0;não;97,0;não;3,1;11,11;0,0;281,0;23:00:00;19,8;24,7;934,1;938,4;3,1;100,0
03/01/2022;20,1;não;26,0;não;31,9;não;1,6;não;0;3;46,0;não;97,0;não;4,77;21,43;0,0;242,0;23:00:00;18,7;22,7;935,0;940,4;4,67;95,41
02/01/2022;20,1;não;24,75;não;29,4;não;6,0;não;0;2;53,0;não;97,0;não;3,92;18,23;0,0;298,0;23:00:00;18,4;23,6;936,6;941,5;3,92;98,48
01/01/2022;19,3;não;24,15;não;29,0;não;0,2;não;1;1;58,0;não;97,0;não;3,87;12,56;0,0;288,0;23:00:00;18,4;21,4;935,0;939,5;3,8;96,4
